n,p,dataset,max_iters,val
50,2,7,Inf,0.00331408
50,2,7,Inf,0.003644392
50,2,7,Inf,0.003931339
50,2,7,Inf,0.004539804
50,2,7,Inf,0.004862773
50,2,7,Inf,0.005635659
50,2,7,Inf,0.007016536
50,2,8,Inf,0.001952396
50,2,8,Inf,0.002790419
50,2,8,Inf,0.003601949
50,2,8,Inf,0.003777584
50,2,8,Inf,0.003900395
50,2,8,Inf,0.003971348
50,2,8,Inf,0.004004625
50,2,8,Inf,0.005266018
50,2,8,Inf,0.006336331
50,2,8,Inf,0.013769063
50,2,9,Inf,0.00208365
50,2,9,Inf,0.002412923
50,2,9,Inf,0.00248989
50,2,9,Inf,0.002516064
50,2,9,Inf,0.002895578
50,2,9,Inf,0.003021256
50,2,9,Inf,0.003832034
50,2,9,Inf,0.003981927
50,2,9,Inf,0.004076097
50,2,9,Inf,0.005198088
50,2,10,Inf,0.001251313
50,2,10,Inf,0.001443534
50,2,10,Inf,0.002094227
50,2,10,Inf,0.004616665
50,2,10,Inf,0.004639857
50,2,10,Inf,0.004727036
50,2,10,Inf,0.00482214
50,2,10,Inf,0.006399565
50,2,10,Inf,0.007043068
50,2,10,Inf,0.008751458
50,5,1,Inf,0.056730005
50,5,1,Inf,0.07265438
50,5,1,Inf,0.075731591
50,5,1,Inf,0.076169197
50,5,1,Inf,0.077857013
50,5,1,Inf,0.079603977
50,5,1,Inf,0.090461444
50,5,1,Inf,0.090931756
50,5,1,Inf,0.098061088
50,5,1,Inf,0.13876634
50,5,2,Inf,0.059788884
50,5,2,Inf,0.06534854
50,5,2,Inf,0.071990424
50,5,2,Inf,0.075471762
50,5,2,Inf,0.079207591
50,5,2,Inf,0.082414209
50,5,2,Inf,0.094484478
50,5,2,Inf,0.094872159
50,5,2,Inf,0.103335366
50,5,2,Inf,0.131933177
50,5,3,Inf,0.055416681
50,5,3,Inf,0.075473699
50,5,3,Inf,0.075667429
50,5,3,Inf,0.079654667
50,5,3,Inf,0.092035937
50,5,3,Inf,0.101122096
50,5,3,Inf,0.102756331
50,5,3,Inf,0.105644402
50,5,3,Inf,0.11122049
50,5,3,Inf,0.117114813
50,5,4,Inf,0.058178854
50,5,4,Inf,0.066000775
50,5,4,Inf,0.066321122
50,5,4,Inf,0.075988874
50,5,4,Inf,0.079113394
50,5,4,Inf,0.082680321
50,5,4,Inf,0.084892259
50,5,4,Inf,0.085501534
50,5,4,Inf,0.088162404
50,5,4,Inf,0.106899323
50,5,5,Inf,0.048118399
50,5,5,Inf,0.059017782
50,5,5,Inf,0.069587803
50,5,5,Inf,0.088166373
50,5,5,Inf,0.099950887
50,5,5,Inf,0.101752692
50,5,5,Inf,0.104155658
50,5,5,Inf,0.113015504
50,5,5,Inf,0.113165212
50,5,5,Inf,0.113693484
50,5,6,Inf,0.055950318
50,5,6,Inf,0.069886024
50,5,6,Inf,0.08306214
50,5,6,Inf,0.085366745
50,5,6,Inf,0.093130755
50,5,6,Inf,0.099762613
50,5,6,Inf,0.109580556
50,5,6,Inf,0.121585736
50,5,6,Inf,0.129050453
50,5,6,Inf,0.140968605
50,5,7,Inf,0.054575908
50,5,7,Inf,0.064010032
50,5,7,Inf,0.07105018
50,5,7,Inf,0.074450295
50,5,7,Inf,0.084725105
50,5,7,Inf,0.091461342
50,5,7,Inf,0.094040337
50,5,7,Inf,0.104801745
50,5,7,Inf,0.110074485
50,5,7,Inf,0.122788843
50,5,8,Inf,0.05617299
50,5,8,Inf,0.06358655
50,5,8,Inf,0.076442297
50,5,8,Inf,0.078232068
50,5,8,Inf,0.081617295
50,5,8,Inf,0.087113397
50,5,8,Inf,0.09209343
50,5,8,Inf,0.098184214
50,5,8,Inf,0.102461641
50,5,8,Inf,0.119675468
50,5,9,Inf,0.066938907
50,5,9,Inf,0.06752219
50,5,9,Inf,0.075222931
50,5,9,Inf,0.084019348
50,5,9,Inf,0.084588486
50,5,9,Inf,0.086059372
50,5,9,Inf,0.091455495
50,5,9,Inf,0.097771137
50,5,9,Inf,0.100022581
50,5,9,Inf,0.151639468
50,5,10,Inf,0.066898337
50,5,10,Inf,0.070690157
50,5,10,Inf,0.071830746
50,5,10,Inf,0.075455384
50,5,10,Inf,0.092019169
50,5,10,Inf,0.094071637
50,5,10,Inf,0.094950194
50,5,10,Inf,0.098919096
50,5,10,Inf,0.102053176
50,5,10,Inf,0.109177748
50,10,1,Inf,0.33709416
50,10,1,Inf,0.339253732
50,10,1,Inf,0.360341908
50,10,1,Inf,0.367088963
50,10,1,Inf,0.385186245
50,10,1,Inf,0.39532475
50,10,1,Inf,0.399857364
50,10,1,Inf,0.408667547
50,10,1,Inf,0.434382081
50,10,1,Inf,0.500769341
50,10,2,Inf,0.255334487
50,10,2,Inf,0.317156313
50,10,2,Inf,0.334568044
50,10,2,Inf,0.350661727
50,10,2,Inf,0.355066722
50,10,2,Inf,0.369137354
50,10,2,Inf,0.397465152
50,10,2,Inf,0.402245497
50,10,2,Inf,0.404391572
50,10,2,Inf,0.409981816
50,10,3,Inf,0.299754649
50,10,3,Inf,0.315374564
50,10,3,Inf,0.319938845
50,10,3,Inf,0.336025805
50,10,3,Inf,0.36161161
50,10,3,Inf,0.37492198
50,10,3,Inf,0.416481017
50,10,3,Inf,0.418508389
50,10,3,Inf,0.450696129
50,10,3,Inf,0.45570253
50,10,4,Inf,0.259475191
50,10,4,Inf,0.326889246
50,10,4,Inf,0.341514606
50,10,4,Inf,0.349324376
50,10,4,Inf,0.351404003
50,10,4,Inf,0.364202111
50,10,4,Inf,0.390478913
50,10,4,Inf,0.435332258
50,10,4,Inf,0.45765721
50,10,4,Inf,0.482866792
50,10,5,Inf,0.309903293
50,10,5,Inf,0.327069456
50,10,5,Inf,0.338617694
50,10,5,Inf,0.383276627
50,10,5,Inf,0.39086225
50,10,5,Inf,0.393913029
50,10,5,Inf,0.396080781
50,10,5,Inf,0.401846448
50,10,5,Inf,0.407702402
50,10,5,Inf,0.439220258
50,10,6,Inf,0.287949453
50,10,6,Inf,0.310038269
50,10,6,Inf,0.310732347
50,10,6,Inf,0.348072302
50,10,6,Inf,0.357560553
50,10,6,Inf,0.369514464
50,10,6,Inf,0.382343491
50,10,6,Inf,0.39467625
50,10,6,Inf,0.406285712
50,10,6,Inf,0.418844329
50,10,7,Inf,0.242179537
50,10,7,Inf,0.249768612
50,10,7,Inf,0.293069203
50,10,7,Inf,0.293481124
50,10,7,Inf,0.302018378
50,10,7,Inf,0.354492198
50,10,7,Inf,0.358387614
50,10,7,Inf,0.405019946
50,10,7,Inf,0.414510005
50,10,7,Inf,0.454143153
50,10,8,Inf,0.249337325
50,10,8,Inf,0.252903012
50,10,8,Inf,0.312833446
50,10,8,Inf,0.312924205
50,10,8,Inf,0.315637824
50,10,8,Inf,0.320291079
50,10,8,Inf,0.323329598
50,10,8,Inf,0.436919979
50,10,8,Inf,0.44563212
50,10,8,Inf,0.526121582
50,10,9,Inf,0.312429351
50,10,9,Inf,0.325035805
50,10,9,Inf,0.325901987
50,10,9,Inf,0.327634622
50,10,9,Inf,0.356160294
50,10,9,Inf,0.379653741
50,10,9,Inf,0.382410077
50,10,9,Inf,0.3833372
50,10,9,Inf,0.385810734
50,10,9,Inf,0.465710135
50,10,10,Inf,0.271667044
50,10,10,Inf,0.320902054
50,10,10,Inf,0.324414871
50,10,10,Inf,0.327664678
50,10,10,Inf,0.328508134
50,10,10,Inf,0.360368444
50,10,10,Inf,0.366155462
50,10,10,Inf,0.425199353
50,10,10,Inf,0.45051272
50,10,10,Inf,0.479292636
100,1,1,1,2.77E-06
100,1,1,1,1.19E-05
100,1,1,1,3.01E-05
100,1,1,1,3.71E-05
100,1,1,1,4.34E-05
100,1,1,1,6.38E-05
100,1,1,1,0.000185484
100,1,1,1,0.000359068
100,1,1,1,0.020271
100,1,1,1,0.249682153
100,1,2,1,2.00E-05
100,1,2,1,3.48E-05
100,1,2,1,4.18E-05
100,1,2,1,4.62E-05
100,1,2,1,7.11E-05
100,1,2,1,0.000229504
100,1,2,1,0.000289466
100,1,2,1,0.000331433
100,1,2,1,0.000534
100,1,2,1,0.001570693
100,1,3,1,4.10E-06
100,1,3,1,4.16E-06
100,1,3,1,4.92E-06
100,1,3,1,8.70E-06
100,1,3,1,2.47E-05
100,1,3,1,0.000187213
100,1,3,1,0.000353528
100,1,3,1,0.000658507
100,1,3,1,0.044603062
100,1,3,1,0.137068171
100,1,4,1,1.23E-05
100,1,4,1,4.41E-05
100,1,4,1,5.23E-05
100,1,4,1,0.000216211
100,1,4,1,0.000347261
100,1,4,1,0.002583577
100,1,4,1,0.060788569
100,1,4,1,0.119982412
100,1,4,1,0.142684159
100,1,4,1,0.155405177
100,1,5,1,2.30E-06
100,1,5,1,3.43E-05
100,1,5,1,4.07E-05
100,1,5,1,4.27E-05
100,1,5,1,7.18E-05
100,1,5,1,0.000174999
100,1,5,1,0.002055237
100,1,5,1,0.022422724
100,1,5,1,0.057187989
100,1,5,1,0.074959417
100,1,6,1,7.85E-06
100,1,6,1,8.15E-05
100,1,6,1,0.000101219
100,1,6,1,0.000448876
100,1,6,1,0.010166639
100,1,6,1,0.046629419
100,1,6,1,0.047932864
100,1,6,1,0.054847023
100,1,6,1,0.162830918
100,1,6,1,0.170046238
100,1,7,1,2.38E-05
100,1,7,1,0.000274038
100,1,7,1,0.006073352
100,1,7,1,0.010372539
100,1,7,1,0.013020666
100,1,7,1,0.017771881
100,1,7,1,0.027168297
100,1,7,1,0.071427909
100,1,7,1,0.084504226
100,1,7,1,0.129723826
100,1,8,1,2.38E-05
100,1,8,1,4.25E-05
100,1,8,1,4.41E-05
100,1,8,1,4.52E-05
100,1,8,1,0.000602183
100,1,8,1,0.013380559
100,1,8,1,0.03966418
100,1,8,1,0.040119658
100,1,8,1,0.049339848
100,1,8,1,0.054213891
100,1,9,1,6.42E-06
100,1,9,1,1.26E-05
100,1,9,1,2.27E-05
100,1,9,1,4.34E-05
100,1,9,1,0.000317998
100,1,9,1,0.008022551
100,1,9,1,0.010324165
100,1,9,1,0.010832955
100,1,9,1,0.032090382
100,1,9,1,0.039679441
100,1,10,1,5.09E-06
100,1,10,1,4.13E-05
100,1,10,1,4.93E-05
100,1,10,1,7.55E-05
100,1,10,1,7.79E-05
100,1,10,1,0.002414971
100,1,10,1,0.009682637
100,1,10,1,0.148865201
100,1,10,1,0.166042058
100,1,10,1,0.173581911
100,2,1,1,0.000989901
100,2,1,1,0.004823388
100,2,1,1,0.011814697
100,2,1,1,0.016882604
100,2,1,1,0.018977775
100,2,1,1,0.028827903
100,2,1,1,0.029454934
100,2,1,1,0.061054769
100,2,1,1,0.129588793
100,2,1,1,0.214434734
100,2,2,1,0.001135784
100,2,2,1,0.004940668
100,2,2,1,0.006961374
100,2,2,1,0.008396961
100,2,2,1,0.03872103
100,2,2,1,0.048076056
100,2,2,1,0.072225893
100,2,2,1,0.073944817
100,2,2,1,0.218683489
100,2,2,1,0.405791506
100,2,3,1,0.001649366
100,2,3,1,0.001733832
100,2,3,1,0.003595579
100,2,3,1,0.009362912
100,2,3,1,0.014920885
100,2,3,1,0.017408444
100,2,3,1,0.062796624
100,2,3,1,0.066888908
100,2,3,1,0.124794445
100,2,3,1,0.197775157
100,2,4,1,0.000824637
100,2,4,1,0.004168516
100,2,4,1,0.061627768
100,2,4,1,0.073275532
100,2,4,1,0.107670761
100,2,4,1,0.141529841
100,2,4,1,0.224753588
100,2,4,1,0.244965238
100,2,4,1,0.280493273
100,2,4,1,0.398074774
100,2,5,1,0.00382015
100,2,5,1,0.01613994
100,2,5,1,0.029502023
100,2,5,1,0.038273887
100,2,5,1,0.073775028
100,2,5,1,0.170495323
100,2,5,1,0.259242204
100,2,5,1,0.260125764
100,2,5,1,0.280919819
100,2,5,1,0.313805556
100,2,6,1,0.000573428
100,2,6,1,0.001665083
100,2,6,1,0.004475036
100,2,6,1,0.011347069
100,2,6,1,0.012740502
100,2,6,1,0.031077853
100,2,6,1,0.082803031
100,2,6,1,0.08566408
100,2,6,1,0.158772936
100,2,6,1,0.381673664
100,2,7,1,0.000545803
100,2,7,1,0.001798485
100,2,7,1,0.002069408
100,2,7,1,0.006749804
100,2,7,1,0.009180558
100,2,7,1,0.036543968
100,2,7,1,0.140836754
100,2,7,1,0.190680551
100,2,7,1,0.250006985
100,2,7,1,0.415126604
100,2,8,1,0.000292199
100,2,8,1,0.001281493
100,2,8,1,0.020957577
100,2,8,1,0.087589623
100,2,8,1,0.116459002
100,2,8,1,0.124769646
100,2,8,1,0.125691711
100,2,8,1,0.184377428
100,2,8,1,0.301085001
100,2,8,1,0.314845926
100,2,9,1,0.001075998
100,2,9,1,0.002341727
100,2,9,1,0.02853108
100,2,9,1,0.028531324
100,2,9,1,0.047606628
100,2,9,1,0.154069932
100,2,9,1,0.183997904
100,2,9,1,0.195482766
100,2,9,1,0.260760819
100,2,9,1,0.336838885
100,2,10,1,0.001183175
100,2,10,1,0.002945228
100,2,10,1,0.007919477
100,2,10,1,0.015698101
100,2,10,1,0.034634621
100,2,10,1,0.120037621
100,2,10,1,0.201053644
100,2,10,1,0.217584328
100,2,10,1,0.283206418
100,2,10,1,0.352763564
100,5,1,1,0.312439164
100,5,1,1,0.31317908
100,5,1,1,0.369976687
100,5,1,1,0.436931898
100,5,1,1,0.464985505
100,5,1,1,0.528578984
100,5,1,1,0.566288319
100,5,1,1,0.69050415
100,5,1,1,0.760181335
100,5,1,1,0.862358137
100,5,2,1,0.141559669
100,5,2,1,0.234956718
100,5,2,1,0.338741078
100,5,2,1,0.374281558
100,5,2,1,0.432718609
100,5,2,1,0.451661297
100,5,2,1,0.483070638
100,5,2,1,0.566728533
100,5,2,1,0.657244579
100,5,2,1,0.995042941
100,5,3,1,0.20161484
100,5,3,1,0.239764253
100,5,3,1,0.282536467
100,5,3,1,0.327364727
100,5,3,1,0.331326934
100,5,3,1,0.431871676
100,5,3,1,0.441013646
100,5,3,1,0.561930859
100,5,3,1,0.572038112
100,5,3,1,1.067243975
100,5,4,1,0.064035941
100,5,4,1,0.252637761
100,5,4,1,0.298434307
100,5,4,1,0.341912063
100,5,4,1,0.389201305
100,5,4,1,0.423266182
100,5,4,1,0.454711181
100,5,4,1,0.531215429
100,5,4,1,0.572117278
100,5,4,1,0.97654022
100,5,5,1,0.270208839
100,5,5,1,0.298646097
100,5,5,1,0.301203019
100,5,5,1,0.458860595
100,5,5,1,0.469892615
100,5,5,1,0.630008474
100,5,5,1,0.665639597
100,5,5,1,0.668285926
100,5,5,1,0.747768406
100,5,5,1,0.905795275
100,5,6,1,0.054300303
100,5,6,1,0.286037914
100,5,6,1,0.389077354
100,5,6,1,0.550615537
100,5,6,1,0.576290474
100,5,6,1,0.635883565
100,5,6,1,0.690124404
100,5,6,1,0.693996901
100,5,6,1,0.803843424
100,5,6,1,0.810457084
100,5,7,1,0.22454474
100,5,7,1,0.229325945
100,5,7,1,0.255657517
100,5,7,1,0.387199675
100,5,7,1,0.394953399
100,5,7,1,0.395729109
100,5,7,1,0.474973485
100,5,7,1,0.488059291
100,5,7,1,0.536586266
100,5,7,1,0.723549463
100,5,8,1,0.226023227
100,5,8,1,0.287613977
100,5,8,1,0.347502902
100,5,8,1,0.386931364
100,5,8,1,0.414222893
100,5,8,1,0.414476729
100,5,8,1,0.4330755
100,5,8,1,0.462981942
100,5,8,1,0.739133689
100,5,8,1,1.120378145
100,5,9,1,0.085523877
100,5,9,1,0.128265629
100,5,9,1,0.330008033
100,5,9,1,0.425352511
100,5,9,1,0.448780949
100,5,9,1,0.543497528
100,5,9,1,0.816231626
100,5,9,1,0.822867096
100,5,9,1,0.885119022
100,5,9,1,0.960647336
100,5,10,1,0.068670798
100,5,10,1,0.142124208
100,5,10,1,0.156035713
100,5,10,1,0.207616156
100,5,10,1,0.229318334
100,5,10,1,0.448506931
100,5,10,1,0.458996999
100,5,10,1,0.460400603
100,5,10,1,0.461186825
100,5,10,1,0.828029548
100,10,1,1,0.861936461
100,10,1,1,0.953667194
100,10,1,1,0.985193739
100,10,1,1,1.064610946
100,10,1,1,1.067875471
100,10,1,1,1.111721718
100,10,1,1,1.117084833
100,10,1,1,1.275084374
100,10,1,1,1.305998147
100,10,1,1,1.472125254
100,10,2,1,0.785641889
100,10,2,1,0.975488034
100,10,2,1,1.039869289
100,10,2,1,1.117837319
100,10,2,1,1.139731065
100,10,2,1,1.182078625
100,10,2,1,1.270958314
100,10,2,1,1.381797523
100,10,2,1,1.43081026
100,10,2,1,1.684606458
100,10,3,1,0.527246024
100,10,3,1,0.641547614
100,10,3,1,0.7719741
100,10,3,1,0.786400759
100,10,3,1,0.81400553
100,10,3,1,0.962282312
100,10,3,1,0.964248088
100,10,3,1,1.326696844
100,10,3,1,1.487642221
100,10,3,1,1.952830379
100,10,4,1,0.24761229
100,10,4,1,0.543479994
100,10,4,1,0.694952182
100,10,4,1,0.819195921
100,10,4,1,0.828917474
100,10,4,1,0.881199566
100,10,4,1,0.982266551
100,10,4,1,1.043245547
100,10,4,1,1.14940889
100,10,4,1,1.402390741
100,10,5,1,0.655813397
100,10,5,1,0.769861929
100,10,5,1,0.851984608
100,10,5,1,0.890063777
100,10,5,1,0.983882226
100,10,5,1,1.001244336
100,10,5,1,1.12298323
100,10,5,1,1.27368671
100,10,5,1,1.293276237
100,10,5,1,1.500545101
100,10,6,1,0.491968729
100,10,6,1,0.630749311
100,10,6,1,0.720903721
100,10,6,1,0.877271082
100,10,6,1,1.101187978
100,10,6,1,1.132199829
100,10,6,1,1.190759382
100,10,6,1,1.255639832
100,10,6,1,1.374777124
100,10,6,1,1.544166178
100,10,7,1,0.486461593
100,10,7,1,0.631510226
100,10,7,1,0.772343919
100,10,7,1,0.890406967
100,10,7,1,0.90923516
100,10,7,1,1.175870637
100,10,7,1,1.184684184
100,10,7,1,1.334304462
100,10,7,1,1.441775239
100,10,7,1,1.521671939
100,10,8,1,0.743198642
100,10,8,1,0.772572907
100,10,8,1,0.776612992
100,10,8,1,0.785521103
100,10,8,1,0.958216317
100,10,8,1,1.049767334
100,10,8,1,1.206111674
100,10,8,1,1.270634272
100,10,8,1,1.424230274
100,10,8,1,1.892302159
100,10,9,1,0.403600579
100,10,9,1,0.718316989
100,10,9,1,0.811618245
100,10,9,1,0.871933291
100,10,9,1,0.87510147
100,10,9,1,0.884620953
100,10,9,1,0.897210752
100,10,9,1,1.004329497
100,10,9,1,1.432417182
100,10,9,1,1.721331303
100,10,10,1,0.431031217
100,10,10,1,0.698316178
100,10,10,1,0.811116602
100,10,10,1,0.971188779
100,10,10,1,1.00007587
100,10,10,1,1.080716241
100,10,10,1,1.112603978
100,10,10,1,1.131441188
100,10,10,1,1.181854583
100,10,10,1,1.889370417
100,1,1,2,1.10E-06
100,1,1,2,3.79E-06
100,1,1,2,5.30E-06
100,1,1,2,5.34E-06
100,1,1,2,1.59E-05
100,1,1,2,2.75E-05
100,1,1,2,3.54E-05
100,1,1,2,4.64E-05
100,1,1,2,5.09E-05
100,1,1,2,0.000126384
100,1,2,2,1.10E-06
100,1,2,2,3.70E-06
100,1,2,2,3.79E-06
100,1,2,2,1.15E-05
100,1,2,2,1.66E-05
100,1,2,2,2.22E-05
100,1,2,2,2.36E-05
100,1,2,2,2.63E-05
100,1,2,2,4.59E-05
100,1,2,2,0.004049124
100,1,3,2,1.06E-05
100,1,3,2,2.45E-05
100,1,3,2,4.57E-05
100,1,3,2,4.61E-05
100,1,3,2,6.17E-05
100,1,3,2,8.35E-05
100,1,3,2,9.79E-05
100,1,3,2,0.000163172
100,1,3,2,0.023322907
100,1,3,2,0.433840369
100,1,4,2,7.36E-06
100,1,4,2,7.65E-06
100,1,4,2,1.31E-05
100,1,4,2,1.74E-05
100,1,4,2,2.03E-05
100,1,4,2,2.06E-05
100,1,4,2,4.04E-05
100,1,4,2,4.59E-05
100,1,4,2,5.29E-05
100,1,4,2,0.001120287
100,1,5,2,7.43E-06
100,1,5,2,8.89E-06
100,1,5,2,9.11E-06
100,1,5,2,1.30E-05
100,1,5,2,2.06E-05
100,1,5,2,2.96E-05
100,1,5,2,7.49E-05
100,1,5,2,7.93E-05
100,1,5,2,0.007081121
100,1,5,2,0.063551716
100,1,6,2,1.71E-06
100,1,6,2,2.98E-06
100,1,6,2,7.13E-06
100,1,6,2,1.04E-05
100,1,6,2,3.92E-05
100,1,6,2,4.41E-05
100,1,6,2,4.81E-05
100,1,6,2,5.93E-05
100,1,6,2,0.000125437
100,1,6,2,0.152846757
100,1,7,2,2.12E-06
100,1,7,2,3.92E-06
100,1,7,2,6.77E-06
100,1,7,2,8.03E-06
100,1,7,2,1.06E-05
100,1,7,2,2.22E-05
100,1,7,2,2.51E-05
100,1,7,2,5.19E-05
100,1,7,2,8.94E-05
100,1,7,2,0.056070593
100,1,8,2,2.90E-06
100,1,8,2,4.19E-06
100,1,8,2,1.68E-05
100,1,8,2,2.59E-05
100,1,8,2,2.80E-05
100,1,8,2,3.02E-05
100,1,8,2,5.64E-05
100,1,8,2,0.000176622
100,1,8,2,0.000487714
100,1,8,2,0.065860358
100,1,9,2,1.53E-06
100,1,9,2,5.07E-06
100,1,9,2,5.44E-06
100,1,9,2,6.48E-06
100,1,9,2,7.04E-06
100,1,9,2,1.08E-05
100,1,9,2,2.68E-05
100,1,9,2,4.29E-05
100,1,9,2,4.33E-05
100,1,9,2,6.30E-05
100,1,10,2,2.71E-06
100,1,10,2,4.69E-06
100,1,10,2,6.71E-06
100,1,10,2,8.72E-06
100,1,10,2,1.48E-05
100,1,10,2,1.58E-05
100,1,10,2,1.99E-05
100,1,10,2,4.81E-05
100,1,10,2,0.097567965
100,1,10,2,0.134777368
100,2,1,2,0.000425493
100,2,1,2,0.001988897
100,2,1,2,0.002030432
100,2,1,2,0.003684928
100,2,1,2,0.005277735
100,2,1,2,0.007342529
100,2,1,2,0.016417442
100,2,1,2,0.035214935
100,2,1,2,0.057745691
100,2,1,2,0.13803849
100,2,2,2,0.000280519
100,2,2,2,0.000477555
100,2,2,2,0.000754902
100,2,2,2,0.001066274
100,2,2,2,0.001626302
100,2,2,2,0.002196205
100,2,2,2,0.004470541
100,2,2,2,0.008704338
100,2,2,2,0.01686512
100,2,2,2,0.292664133
100,2,3,2,0.000739665
100,2,3,2,0.001634557
100,2,3,2,0.0017552
100,2,3,2,0.001918844
100,2,3,2,0.002153304
100,2,3,2,0.002197499
100,2,3,2,0.002249204
100,2,3,2,0.003269975
100,2,3,2,0.070826398
100,2,3,2,0.152941013
100,2,4,2,0.000482049
100,2,4,2,0.001039781
100,2,4,2,0.00160997
100,2,4,2,0.001831184
100,2,4,2,0.002045355
100,2,4,2,0.002316586
100,2,4,2,0.00352514
100,2,4,2,0.006368208
100,2,4,2,0.010647139
100,2,4,2,0.307882511
100,2,5,2,0.000928266
100,2,5,2,0.001402168
100,2,5,2,0.001450094
100,2,5,2,0.002373286
100,2,5,2,0.002398375
100,2,5,2,0.002565941
100,2,5,2,0.00781938
100,2,5,2,0.032925753
100,2,5,2,0.067353624
100,2,5,2,0.18483293
100,2,6,2,0.000372689
100,2,6,2,0.000793396
100,2,6,2,0.001137791
100,2,6,2,0.003783623
100,2,6,2,0.004082644
100,2,6,2,0.005208972
100,2,6,2,0.008177228
100,2,6,2,0.008340962
100,2,6,2,0.008569021
100,2,6,2,0.082318616
100,2,7,2,0.001032845
100,2,7,2,0.001146353
100,2,7,2,0.002161372
100,2,7,2,0.002543282
100,2,7,2,0.003068107
100,2,7,2,0.003366762
100,2,7,2,0.005756431
100,2,7,2,0.024004258
100,2,7,2,0.054071751
100,2,7,2,0.155796662
100,2,8,2,0.000789992
100,2,8,2,0.001173024
100,2,8,2,0.001301663
100,2,8,2,0.0022114
100,2,8,2,0.002523578
100,2,8,2,0.002531276
100,2,8,2,0.002989297
100,2,8,2,0.003760691
100,2,8,2,0.048325576
100,2,8,2,0.248015683
100,2,9,2,0.000493642
100,2,9,2,0.001099855
100,2,9,2,0.001131717
100,2,9,2,0.001147338
100,2,9,2,0.001299617
100,2,9,2,0.001336643
100,2,9,2,0.001714024
100,2,9,2,0.002952375
100,2,9,2,0.003377496
100,2,9,2,0.10224292
100,2,10,2,0.000289267
100,2,10,2,0.000626077
100,2,10,2,0.000940173
100,2,10,2,0.002429371
100,2,10,2,0.002707884
100,2,10,2,0.003565017
100,2,10,2,0.020987292
100,2,10,2,0.043942983
100,2,10,2,0.058312381
100,2,10,2,0.096128169
100,5,1,2,0.043728702
100,5,1,2,0.045332665
100,5,1,2,0.122346474
100,5,1,2,0.152621423
100,5,1,2,0.188993335
100,5,1,2,0.229815277
100,5,1,2,0.416340479
100,5,1,2,0.440114152
100,5,1,2,0.460192976
100,5,1,2,0.475263104
100,5,2,2,0.033122813
100,5,2,2,0.060853852
100,5,2,2,0.165038588
100,5,2,2,0.181007427
100,5,2,2,0.183902687
100,5,2,2,0.215889497
100,5,2,2,0.275938638
100,5,2,2,0.308799665
100,5,2,2,0.401214099
100,5,2,2,0.60868142
100,5,3,2,0.031359134
100,5,3,2,0.040958681
100,5,3,2,0.043825253
100,5,3,2,0.066951584
100,5,3,2,0.291978347
100,5,3,2,0.339311249
100,5,3,2,0.380475428
100,5,3,2,0.478529316
100,5,3,2,0.610686063
100,5,3,2,0.675376994
100,5,4,2,0.054285651
100,5,4,2,0.073402532
100,5,4,2,0.083550582
100,5,4,2,0.119754083
100,5,4,2,0.253680954
100,5,4,2,0.336458208
100,5,4,2,0.421877091
100,5,4,2,0.431652485
100,5,4,2,0.611251574
100,5,4,2,0.62490023
100,5,5,2,0.022476201
100,5,5,2,0.065246347
100,5,5,2,0.085534726
100,5,5,2,0.095319808
100,5,5,2,0.116871684
100,5,5,2,0.145557412
100,5,5,2,0.180873433
100,5,5,2,0.415979731
100,5,5,2,0.509140034
100,5,5,2,0.557865653
100,5,6,2,0.0490573
100,5,6,2,0.05452038
100,5,6,2,0.0564375
100,5,6,2,0.064572123
100,5,6,2,0.085205735
100,5,6,2,0.140400097
100,5,6,2,0.20641326
100,5,6,2,0.21613081
100,5,6,2,0.220311568
100,5,6,2,0.500063905
100,5,7,2,0.046022648
100,5,7,2,0.061962322
100,5,7,2,0.071883211
100,5,7,2,0.076752245
100,5,7,2,0.148692485
100,5,7,2,0.194410768
100,5,7,2,0.332797222
100,5,7,2,0.390708008
100,5,7,2,0.451211352
100,5,7,2,0.696632978
100,5,8,2,0.034011176
100,5,8,2,0.047153915
100,5,8,2,0.067087102
100,5,8,2,0.127308063
100,5,8,2,0.198203529
100,5,8,2,0.275682816
100,5,8,2,0.370885184
100,5,8,2,0.427895556
100,5,8,2,0.451898104
100,5,8,2,0.565666434
100,5,9,2,0.059510268
100,5,9,2,0.087570321
100,5,9,2,0.088169176
100,5,9,2,0.160097814
100,5,9,2,0.17989591
100,5,9,2,0.222379203
100,5,9,2,0.291643172
100,5,9,2,0.4273535
100,5,9,2,0.434923948
100,5,9,2,0.520284105
100,5,10,2,0.063770232
100,5,10,2,0.078122028
100,5,10,2,0.116275811
100,5,10,2,0.189845824
100,5,10,2,0.264444167
100,5,10,2,0.351261216
100,5,10,2,0.362278575
100,5,10,2,0.367720723
100,5,10,2,0.486098685
100,5,10,2,0.502448304
100,10,1,2,0.19019637
100,10,1,2,0.552889764
100,10,1,2,0.843874984
100,10,1,2,0.851658827
100,10,1,2,0.894926615
100,10,1,2,0.905877615
100,10,1,2,0.932074534
100,10,1,2,0.951490407
100,10,1,2,1.040202551
100,10,1,2,1.281486046
100,10,2,2,0.412627559
100,10,2,2,0.501644416
100,10,2,2,0.544251305
100,10,2,2,0.567786612
100,10,2,2,0.611170845
100,10,2,2,0.658421396
100,10,2,2,0.675280561
100,10,2,2,0.996460962
100,10,2,2,1.004906921
