n,p,dataset,max_iters,val
100,10,2,2,1.193494023
100,10,3,2,0.293984887
100,10,3,2,0.364198785
100,10,3,2,0.509714317
100,10,3,2,0.532268553
100,10,3,2,0.542813851
100,10,3,2,0.564695734
100,10,3,2,0.614549273
100,10,3,2,0.699936303
100,10,3,2,0.753425115
100,10,3,2,1.119555961
100,10,4,2,0.491226935
100,10,4,2,0.498665395
100,10,4,2,0.541969296
100,10,4,2,0.646470885
100,10,4,2,0.674846978
100,10,4,2,0.70222546
100,10,4,2,0.784141537
100,10,4,2,0.819881523
100,10,4,2,0.986360981
100,10,4,2,1.075017605
100,10,5,2,0.405676907
100,10,5,2,0.436364096
100,10,5,2,0.532986595
100,10,5,2,0.553975162
100,10,5,2,0.562056749
100,10,5,2,0.58441967
100,10,5,2,0.585083412
100,10,5,2,0.718524058
100,10,5,2,0.722830288
100,10,5,2,1.039449411
100,10,6,2,0.407180177
100,10,6,2,0.632848742
100,10,6,2,0.637270881
100,10,6,2,0.706768754
100,10,6,2,0.726537795
100,10,6,2,0.781697872
100,10,6,2,0.931848852
100,10,6,2,0.948041493
100,10,6,2,0.988703315
100,10,6,2,1.180383374
100,10,7,2,0.528200899
100,10,7,2,0.605784008
100,10,7,2,0.67515855
100,10,7,2,0.716092299
100,10,7,2,0.753032535
100,10,7,2,0.782448954
100,10,7,2,0.943646915
100,10,7,2,1.080320632
100,10,7,2,1.185114058
100,10,7,2,1.342280452
100,10,8,2,0.273055627
100,10,8,2,0.438112635
100,10,8,2,0.478046955
100,10,8,2,0.546835836
100,10,8,2,0.616064956
100,10,8,2,0.672825916
100,10,8,2,0.676630843
100,10,8,2,0.817204399
100,10,8,2,0.869905507
100,10,8,2,0.943651751
100,10,9,2,0.456670934
100,10,9,2,0.516268768
100,10,9,2,0.560922717
100,10,9,2,0.566609704
100,10,9,2,0.641160684
100,10,9,2,0.722727324
100,10,9,2,0.723561737
100,10,9,2,0.776154181
100,10,9,2,0.813563766
100,10,9,2,1.384072804
100,10,10,2,0.316218434
100,10,10,2,0.362439138
100,10,10,2,0.408327329
100,10,10,2,0.414533655
100,10,10,2,0.617200142
100,10,10,2,0.667446912
100,10,10,2,0.941802372
100,10,10,2,0.966192413
100,10,10,2,1.090853167
100,10,10,2,1.346667865
100,1,1,Inf,4.26E-07
100,1,1,Inf,7.01E-07
100,1,1,Inf,1.12E-06
100,1,1,Inf,1.54E-06
100,1,1,Inf,3.81E-06
100,1,1,Inf,5.06E-06
100,1,1,Inf,5.56E-06
100,1,1,Inf,1.14E-05
100,1,1,Inf,1.41E-05
100,1,1,Inf,5.72E-05
100,1,2,Inf,1.28E-06
100,1,2,Inf,2.58E-06
100,1,2,Inf,3.53E-06
100,1,2,Inf,3.91E-06
100,1,2,Inf,1.02E-05
100,1,2,Inf,1.05E-05
100,1,2,Inf,1.40E-05
100,1,2,Inf,1.89E-05
100,1,2,Inf,2.17E-05
100,1,2,Inf,4.10E-05
100,1,3,Inf,7.75E-08
100,1,3,Inf,2.41E-06
100,1,3,Inf,3.54E-06
100,1,3,Inf,4.74E-06
100,1,3,Inf,9.22E-06
100,1,3,Inf,1.44E-05
100,1,3,Inf,2.33E-05
100,1,3,Inf,2.34E-05
100,1,3,Inf,2.80E-05
100,1,3,Inf,3.76E-05
100,1,4,Inf,1.25E-07
100,1,4,Inf,5.20E-06
100,1,4,Inf,7.92E-06
100,1,4,Inf,1.22E-05
100,1,4,Inf,1.63E-05
100,1,4,Inf,1.67E-05
100,1,4,Inf,2.26E-05
100,1,4,Inf,2.39E-05
100,1,4,Inf,3.10E-05
100,1,4,Inf,3.83E-05
100,1,5,Inf,9.93E-07
100,1,5,Inf,2.26E-06
100,1,5,Inf,2.97E-06
100,1,5,Inf,3.15E-06
100,1,5,Inf,5.20E-06
100,1,5,Inf,6.29E-06
100,1,5,Inf,8.84E-06
100,1,5,Inf,1.40E-05
100,1,5,Inf,4.34E-05
100,1,5,Inf,8.00E-05
100,1,6,Inf,2.15E-07
100,1,6,Inf,2.94E-06
100,1,6,Inf,3.02E-06
100,1,6,Inf,3.18E-06
100,1,6,Inf,3.86E-06
100,1,6,Inf,5.33E-06
100,1,6,Inf,1.51E-05
100,1,6,Inf,1.79E-05
100,1,6,Inf,2.30E-05
100,1,6,Inf,4.82E-05
100,1,7,Inf,9.30E-07
100,1,7,Inf,2.59E-06
100,1,7,Inf,3.07E-06
100,1,7,Inf,3.66E-06
100,1,7,Inf,8.09E-06
100,1,7,Inf,2.36E-05
100,1,7,Inf,2.70E-05
100,1,7,Inf,3.64E-05
100,1,7,Inf,3.84E-05
100,1,7,Inf,4.52E-05
100,1,8,Inf,2.06E-06
100,1,8,Inf,4.58E-06
100,1,8,Inf,6.36E-06
100,1,8,Inf,6.92E-06
100,1,8,Inf,9.00E-06
100,1,8,Inf,1.08E-05
100,1,8,Inf,1.56E-05
100,1,8,Inf,1.57E-05
100,1,8,Inf,2.20E-05
100,1,8,Inf,3.02E-05
100,1,9,Inf,6.26E-07
100,1,9,Inf,2.64E-06
100,1,9,Inf,5.67E-06
100,1,9,Inf,6.84E-06
100,1,9,Inf,8.05E-06
100,1,9,Inf,1.08E-05
100,1,9,Inf,1.32E-05
100,1,9,Inf,1.43E-05
100,1,9,Inf,2.34E-05
100,1,9,Inf,3.67E-05
100,1,10,Inf,4.14E-07
100,1,10,Inf,5.44E-07
100,1,10,Inf,3.08E-06
100,1,10,Inf,5.35E-06
100,1,10,Inf,7.90E-06
100,1,10,Inf,8.75E-06
100,1,10,Inf,9.83E-06
100,1,10,Inf,1.76E-05
100,1,10,Inf,2.03E-05
100,1,10,Inf,5.23E-05
100,2,1,Inf,0.000456886
100,2,1,Inf,0.00055632
100,2,1,Inf,0.000621336
100,2,1,Inf,0.000691049
100,2,1,Inf,0.000881148
100,2,1,Inf,0.001318927
100,2,1,Inf,0.002559087
100,2,1,Inf,0.002989078
100,2,1,Inf,0.003205727
100,2,1,Inf,0.004423848
100,2,2,Inf,0.000178689
100,2,2,Inf,0.000674733
100,2,2,Inf,0.000791435
100,2,2,Inf,0.000917043
100,2,2,Inf,0.001170283
100,2,2,Inf,0.001210841
100,2,2,Inf,0.001213536
100,2,2,Inf,0.001218994
100,2,2,Inf,0.001242253
100,2,2,Inf,0.001378005
100,2,3,Inf,0.00019488
100,2,3,Inf,0.000481234
100,2,3,Inf,0.000754868
100,2,3,Inf,0.000769691
100,2,3,Inf,0.000783011
100,2,3,Inf,0.00082719
100,2,3,Inf,0.001570698
100,2,3,Inf,0.001576582
100,2,3,Inf,0.001729182
100,2,3,Inf,0.00288367
100,2,4,Inf,8.76E-05
100,2,4,Inf,0.000255899
100,2,4,Inf,0.00069258
100,2,4,Inf,0.000709128
100,2,4,Inf,0.001030251
100,2,4,Inf,0.001181584
100,2,4,Inf,0.001269686
100,2,4,Inf,0.001542231
100,2,4,Inf,0.001800624
100,2,4,Inf,0.001926251
100,2,5,Inf,0.00055836
100,2,5,Inf,0.000742998
100,2,5,Inf,0.000835095
100,2,5,Inf,0.000987072
100,2,5,Inf,0.001072958
100,2,5,Inf,0.001161725
100,2,5,Inf,0.001362154
100,2,5,Inf,0.001463355
100,2,5,Inf,0.00171518
100,2,5,Inf,0.001982161
100,2,6,Inf,0.000303066
100,2,6,Inf,0.000816315
100,2,6,Inf,0.001024016
100,2,6,Inf,0.00103276
100,2,6,Inf,0.001181967
100,2,6,Inf,0.001670351
100,2,6,Inf,0.001969512
100,2,6,Inf,0.002102732
100,2,6,Inf,0.002394706
100,2,6,Inf,0.002457654
100,2,7,Inf,0.000352358
100,2,7,Inf,0.00051844
100,2,7,Inf,0.000602768
100,2,7,Inf,0.00078294
100,2,7,Inf,0.000949741
100,2,7,Inf,0.001033864
100,2,7,Inf,0.001093608
100,2,7,Inf,0.001627301
100,2,7,Inf,0.002260538
100,2,7,Inf,0.002489637
100,2,8,Inf,0.000341486
100,2,8,Inf,0.000487887
100,2,8,Inf,0.000512036
100,2,8,Inf,0.000564843
100,2,8,Inf,0.00074859
100,2,8,Inf,0.00082344
100,2,8,Inf,0.000957254
100,2,8,Inf,0.001415649
100,2,8,Inf,0.001556017
100,2,8,Inf,0.001999872
100,2,9,Inf,0.000467389
100,2,9,Inf,0.000808746
100,2,9,Inf,0.000835508
100,2,9,Inf,0.000862758
100,2,9,Inf,0.001003393
100,2,9,Inf,0.0010555
100,2,9,Inf,0.001304597
100,2,9,Inf,0.001404247
100,2,9,Inf,0.001538455
100,2,9,Inf,0.00265306
100,2,10,Inf,0.000182125
100,2,10,Inf,0.000530784
100,2,10,Inf,0.000556571
100,2,10,Inf,0.000666719
100,2,10,Inf,0.000702282
100,2,10,Inf,0.0009561
100,2,10,Inf,0.000966628
100,2,10,Inf,0.000971369
100,2,10,Inf,0.001246167
100,2,10,Inf,0.001549172
100,5,1,Inf,0.021782826
100,5,1,Inf,0.022612895
100,5,1,Inf,0.023139467
100,5,1,Inf,0.02378288
100,5,1,Inf,0.026129849
100,5,1,Inf,0.026736956
100,5,1,Inf,0.026923969
100,5,1,Inf,0.027240191
100,5,1,Inf,0.032414817
100,5,1,Inf,0.035683362
100,5,2,Inf,0.00953215
100,5,2,Inf,0.01658524
100,5,2,Inf,0.018556295
100,5,2,Inf,0.01943582
100,5,2,Inf,0.024316305
100,5,2,Inf,0.024367174
100,5,2,Inf,0.025291482
100,5,2,Inf,0.028085344
100,5,2,Inf,0.032200938
100,5,2,Inf,0.034618485
100,5,3,Inf,0.013344129
100,5,3,Inf,0.013862741
100,5,3,Inf,0.020290673
100,5,3,Inf,0.023799138
100,5,3,Inf,0.025834737
100,5,3,Inf,0.026162754
100,5,3,Inf,0.02672114
100,5,3,Inf,0.029366264
100,5,3,Inf,0.035518956
100,5,3,Inf,0.037768667
100,5,4,Inf,0.02784051
100,5,4,Inf,0.028105778
100,5,4,Inf,0.029241542
100,5,4,Inf,0.030845582
100,5,4,Inf,0.031385529
100,5,4,Inf,0.031386999
100,5,4,Inf,0.032373402
100,5,4,Inf,0.033125289
100,5,4,Inf,0.035409519
100,5,4,Inf,0.045804615
100,5,5,Inf,0.012205366
100,5,5,Inf,0.018387945
100,5,5,Inf,0.026919518
100,5,5,Inf,0.02710784
100,5,5,Inf,0.02754565
100,5,5,Inf,0.02838877
100,5,5,Inf,0.029061402
100,5,5,Inf,0.02956888
100,5,5,Inf,0.032019617
100,5,5,Inf,0.050529532
100,5,6,Inf,0.014013072
100,5,6,Inf,0.02478955
100,5,6,Inf,0.030094108
100,5,6,Inf,0.030218107
100,5,6,Inf,0.03209653
100,5,6,Inf,0.033025736
100,5,6,Inf,0.033113197
100,5,6,Inf,0.035753387
100,5,6,Inf,0.037142256
100,5,6,Inf,0.042027876
100,5,7,Inf,0.021077393
100,5,7,Inf,0.028579864
100,5,7,Inf,0.028776345
100,5,7,Inf,0.032329692
100,5,7,Inf,0.033947613
100,5,7,Inf,0.037093531
100,5,7,Inf,0.039499682
100,5,7,Inf,0.039668485
100,5,7,Inf,0.046571751
100,5,7,Inf,0.04664437
100,5,8,Inf,0.01559691
100,5,8,Inf,0.019387688
100,5,8,Inf,0.022607615
100,5,8,Inf,0.024793712
100,5,8,Inf,0.0257056
100,5,8,Inf,0.031433486
100,5,8,Inf,0.032316286
100,5,8,Inf,0.032751866
100,5,8,Inf,0.035995368
100,5,8,Inf,0.039550129
100,5,9,Inf,0.018174279
100,5,9,Inf,0.023721867
100,5,9,Inf,0.024116684
100,5,9,Inf,0.026881111
100,5,9,Inf,0.027762086
100,5,9,Inf,0.029112003
100,5,9,Inf,0.032923375
100,5,9,Inf,0.036841676
100,5,9,Inf,0.037210158
100,5,9,Inf,0.040420984
100,5,10,Inf,0.018031279
100,5,10,Inf,0.02237049
100,5,10,Inf,0.023304869
100,5,10,Inf,0.024265587
100,5,10,Inf,0.025795466
100,5,10,Inf,0.025890461
100,5,10,Inf,0.028387696
100,5,10,Inf,0.030230459
100,5,10,Inf,0.042128026
100,5,10,Inf,0.046982053
100,10,1,Inf,0.116770745
100,10,1,Inf,0.136729067
100,10,1,Inf,0.139202779
100,10,1,Inf,0.143749636
100,10,1,Inf,0.146925815
100,10,1,Inf,0.156989728
100,10,1,Inf,0.157671334
100,10,1,Inf,0.16335545
100,10,1,Inf,0.167663841
100,10,1,Inf,0.201230877
100,10,2,Inf,0.131229603
100,10,2,Inf,0.132707971
100,10,2,Inf,0.135331774
100,10,2,Inf,0.143757934
100,10,2,Inf,0.145065666
100,10,2,Inf,0.146102005
100,10,2,Inf,0.15617453
100,10,2,Inf,0.164935051
100,10,2,Inf,0.16657775
100,10,2,Inf,0.200789695
100,10,3,Inf,0.09900354
100,10,3,Inf,0.131784113
100,10,3,Inf,0.134720457
100,10,3,Inf,0.137859888
100,10,3,Inf,0.142456987
100,10,3,Inf,0.149500399
100,10,3,Inf,0.161523675
100,10,3,Inf,0.174734363
100,10,3,Inf,0.175593177
100,10,3,Inf,0.178524086
100,10,4,Inf,0.127608145
100,10,4,Inf,0.129713133
100,10,4,Inf,0.137834654
100,10,4,Inf,0.150883367
100,10,4,Inf,0.15327128
100,10,4,Inf,0.158304456
100,10,4,Inf,0.162159819
100,10,4,Inf,0.165761425
100,10,4,Inf,0.16938006
100,10,4,Inf,0.184807046
100,10,5,Inf,0.093111223
100,10,5,Inf,0.099094962
100,10,5,Inf,0.126085992
100,10,5,Inf,0.135584041
100,10,5,Inf,0.143637839
100,10,5,Inf,0.147446837
100,10,5,Inf,0.150654304
100,10,5,Inf,0.153962828
100,10,5,Inf,0.158662085
100,10,5,Inf,0.163178519
100,10,6,Inf,0.106654268
100,10,6,Inf,0.123762386
100,10,6,Inf,0.126160845
100,10,6,Inf,0.128605017
100,10,6,Inf,0.137329105
100,10,6,Inf,0.139896163
100,10,6,Inf,0.141170284
100,10,6,Inf,0.154806629
100,10,6,Inf,0.160403135
100,10,6,Inf,0.181709105
100,10,7,Inf,0.125495682
100,10,7,Inf,0.126365507
100,10,7,Inf,0.137830015
100,10,7,Inf,0.143708931
100,10,7,Inf,0.155285219
100,10,7,Inf,0.156500723
100,10,7,Inf,0.161221711
100,10,7,Inf,0.164005123
100,10,7,Inf,0.176842307
100,10,7,Inf,0.191049157
100,10,8,Inf,0.12417899
100,10,8,Inf,0.128526239
100,10,8,Inf,0.130762093
100,10,8,Inf,0.131671903
100,10,8,Inf,0.144470275
100,10,8,Inf,0.151448939
100,10,8,Inf,0.152302279
100,10,8,Inf,0.154706474
100,10,8,Inf,0.168429579
100,10,8,Inf,0.173227705
100,10,9,Inf,0.114396376
100,10,9,Inf,0.1302968
100,10,9,Inf,0.138157346
100,10,9,Inf,0.13815864
100,10,9,Inf,0.1428976
100,10,9,Inf,0.148105717
100,10,9,Inf,0.157358238
100,10,9,Inf,0.167385908
100,10,9,Inf,0.174525486
100,10,9,Inf,0.179984486
100,10,10,Inf,0.141482749
100,10,10,Inf,0.142450495
100,10,10,Inf,0.149357325
100,10,10,Inf,0.157899837
100,10,10,Inf,0.162534086
100,10,10,Inf,0.166265522
100,10,10,Inf,0.167756144
100,10,10,Inf,0.170560786
100,10,10,Inf,0.17479051
100,10,10,Inf,0.187041679
200,1,1,1,9.44E-07
200,1,1,1,1.61E-06
200,1,1,1,1.02E-05
200,1,1,1,2.75E-05
200,1,1,1,3.75E-05
200,1,1,1,8.77E-05
200,1,1,1,0.000332209
200,1,1,1,0.020410967
200,1,1,1,0.026669524
200,1,1,1,0.162386722
200,1,2,1,2.56E-07
200,1,2,1,1.34E-06
200,1,2,1,2.88E-06
200,1,2,1,8.00E-06
200,1,2,1,1.13E-05
200,1,2,1,1.85E-05
200,1,2,1,4.05E-05
200,1,2,1,4.15E-05
200,1,2,1,0.00014501
200,1,2,1,0.023182574
200,1,3,1,1.05E-06
200,1,3,1,7.08E-06
200,1,3,1,9.64E-05
200,1,3,1,0.000793444
200,1,3,1,0.027174266
200,1,3,1,0.037482692
200,1,3,1,0.078234603
200,1,3,1,0.096437689
200,1,3,1,0.15170285
200,1,3,1,0.26705708
200,1,4,1,2.97E-06
200,1,4,1,9.71E-06
200,1,4,1,9.96E-06
200,1,4,1,1.12E-05
200,1,4,1,1.95E-05
200,1,4,1,0.001135448
200,1,4,1,0.059038014
200,1,4,1,0.072073652
200,1,4,1,0.091809876
200,1,4,1,0.107839838
200,1,5,1,2.04E-06
200,1,5,1,1.01E-05
200,1,5,1,2.38E-05
200,1,5,1,4.47E-05
200,1,5,1,0.010909524
200,1,5,1,0.073910037
200,1,5,1,0.078961102
200,1,5,1,0.091137809
200,1,5,1,0.116789616
200,1,5,1,0.272127991
200,1,6,1,9.76E-07
200,1,6,1,3.98E-06
200,1,6,1,4.19E-06
200,1,6,1,1.34E-05
200,1,6,1,7.99E-05
200,1,6,1,0.038268397
200,1,6,1,0.055842107
200,1,6,1,0.081763549
200,1,6,1,0.108532837
200,1,6,1,0.135448626
200,1,7,1,2.10E-08
200,1,7,1,6.26E-06
200,1,7,1,0.000100368
200,1,7,1,0.000160947
200,1,7,1,0.003829643
200,1,7,1,0.005396007
200,1,7,1,0.017618378
200,1,7,1,0.031236159
200,1,7,1,0.098347742
200,1,7,1,0.210224756
200,1,8,1,3.47E-07
200,1,8,1,8.14E-06
200,1,8,1,1.66E-05
200,1,8,1,1.78E-05
200,1,8,1,0.002040979
200,1,8,1,0.045512816
200,1,8,1,0.051655196
200,1,8,1,0.060606677
200,1,8,1,0.068159809
200,1,8,1,0.127357498
200,1,9,1,7.12E-07
200,1,9,1,1.91E-06
200,1,9,1,2.81E-06
200,1,9,1,1.26E-05
200,1,9,1,3.27E-05
200,1,9,1,0.000719086
200,1,9,1,0.0056664
200,1,9,1,0.039443951
200,1,9,1,0.054067618
200,1,9,1,0.113150964
200,1,10,1,6.33E-07
200,1,10,1,8.48E-06
200,1,10,1,1.20E-05
200,1,10,1,1.41E-05
200,1,10,1,0.000385407
200,1,10,1,0.00219236
200,1,10,1,0.013873321
200,1,10,1,0.045922609
200,1,10,1,0.053973354
200,1,10,1,0.095788887
200,2,1,1,0.000560602
200,2,1,1,0.000815801
200,2,1,1,0.067203292
200,2,1,1,0.089081033
200,2,1,1,0.106390298
200,2,1,1,0.108909161
200,2,1,1,0.120487387
200,2,1,1,0.133932197
200,2,1,1,0.159488597
200,2,1,1,0.243010848
200,2,2,1,0.00131146
200,2,2,1,0.002732677
200,2,2,1,0.009439465
200,2,2,1,0.018584518
200,2,2,1,0.027907477
200,2,2,1,0.03733712
200,2,2,1,0.065974734
200,2,2,1,0.127884045
200,2,2,1,0.133718961
200,2,2,1,0.231476453
200,2,3,1,0.000707038
200,2,3,1,0.004280157
200,2,3,1,0.082850156
200,2,3,1,0.097802798
200,2,3,1,0.129494419
200,2,3,1,0.132694793
200,2,3,1,0.133509924
200,2,3,1,0.164125854
200,2,3,1,0.167174996
200,2,3,1,0.275215717
200,2,4,1,0.000119043
200,2,4,1,0.000670905
200,2,4,1,0.025267787
200,2,4,1,0.04084992
200,2,4,1,0.052203875
200,2,4,1,0.06570305
200,2,4,1,0.083101229
200,2,4,1,0.095384579
200,2,4,1,0.101448234
200,2,4,1,0.170504261
200,2,5,1,0.000849318
200,2,5,1,0.061138745
200,2,5,1,0.161555598
200,2,5,1,0.185003466
200,2,5,1,0.185195595
200,2,5,1,0.210275793
200,2,5,1,0.213734619
200,2,5,1,0.268745626
200,2,5,1,0.361420397
200,2,5,1,0.376891356
200,2,6,1,0.000419606
200,2,6,1,0.001414125
200,2,6,1,0.011680331
200,2,6,1,0.019217607
200,2,6,1,0.024813069
200,2,6,1,0.036753001
200,2,6,1,0.05136959
200,2,6,1,0.10086954
200,2,6,1,0.110059261
200,2,6,1,0.167367387
200,2,7,1,0.001874258
200,2,7,1,0.015301155
200,2,7,1,0.040026634
200,2,7,1,0.053844466
200,2,7,1,0.160974954
200,2,7,1,0.162382306
200,2,7,1,0.192772024
200,2,7,1,0.200303172
200,2,7,1,0.22095331
200,2,7,1,0.359849408
200,2,8,1,0.000474557
200,2,8,1,0.0005118
200,2,8,1,0.003174092
200,2,8,1,0.005668039
200,2,8,1,0.009697874
200,2,8,1,0.043851422
200,2,8,1,0.064212804
200,2,8,1,0.07744467
200,2,8,1,0.174163375
200,2,8,1,0.202245349
200,2,9,1,0.000709196
200,2,9,1,0.011438196
200,2,9,1,0.025716484
200,2,9,1,0.056173771
200,2,9,1,0.073279977
200,2,9,1,0.118081178
200,2,9,1,0.119030633
200,2,9,1,0.159477427
200,2,9,1,0.245352301
200,2,9,1,0.267521564
200,2,10,1,0.001002774
200,2,10,1,0.058928163
200,2,10,1,0.096456809
200,2,10,1,0.106159309
200,2,10,1,0.107974326
200,2,10,1,0.11114315
200,2,10,1,0.133708964
200,2,10,1,0.170808049
200,2,10,1,0.208277642
200,2,10,1,0.228374776
200,5,1,1,0.094485188
200,5,1,1,0.10119173
200,5,1,1,0.129977915
200,5,1,1,0.199055884
200,5,1,1,0.251261883
200,5,1,1,0.303869898
200,5,1,1,0.419835925
200,5,1,1,0.619671747
200,5,1,1,0.651755235
200,5,1,1,0.716960362
200,5,2,1,0.049311299
200,5,2,1,0.156951506
200,5,2,1,0.280115283
200,5,2,1,0.300131243
200,5,2,1,0.32962897
200,5,2,1,0.39480929
200,5,2,1,0.496556855
200,5,2,1,0.550562991
200,5,2,1,0.565856948
200,5,2,1,0.671412936
200,5,3,1,0.13824065
200,5,3,1,0.213368471
200,5,3,1,0.238080129
200,5,3,1,0.302837953
200,5,3,1,0.305401485
200,5,3,1,0.358908267
200,5,3,1,0.371689344
200,5,3,1,0.441777473
200,5,3,1,0.466055767
200,5,3,1,0.481564905
200,5,4,1,0.109984008
200,5,4,1,0.110304059
200,5,4,1,0.126254994
200,5,4,1,0.188741928
200,5,4,1,0.215168389
200,5,4,1,0.257456801
200,5,4,1,0.306433106
200,5,4,1,0.339446014
200,5,4,1,0.36984134
200,5,4,1,0.842967406
200,5,5,1,0.126112371
200,5,5,1,0.177133935
200,5,5,1,0.214453106
200,5,5,1,0.243890956
200,5,5,1,0.245989235
200,5,5,1,0.267078748
200,5,5,1,0.315149516
200,5,5,1,0.351075894
200,5,5,1,0.355537258
200,5,5,1,0.439884002
200,5,6,1,0.090610238
200,5,6,1,0.160019884
200,5,6,1,0.178239208
200,5,6,1,0.242519552
200,5,6,1,0.266092468
200,5,6,1,0.285475896
200,5,6,1,0.345516976
200,5,6,1,0.400468859
200,5,6,1,0.633074577
200,5,6,1,0.701539298
200,5,7,1,0.040404237
200,5,7,1,0.131803026
200,5,7,1,0.176911388
200,5,7,1,0.189626688
200,5,7,1,0.208670691
200,5,7,1,0.263970582
200,5,7,1,0.283674675
200,5,7,1,0.304421861
200,5,7,1,0.396304915
200,5,7,1,0.436988848
200,5,8,1,0.110142018
200,5,8,1,0.159647243
200,5,8,1,0.163807041
200,5,8,1,0.18779284
200,5,8,1,0.227820919
200,5,8,1,0.260104265
200,5,8,1,0.269212173
200,5,8,1,0.297753459
200,5,8,1,0.528930064
200,5,8,1,0.532266583
200,5,9,1,0.161600168
200,5,9,1,0.187918764
200,5,9,1,0.18876606
200,5,9,1,0.210305123
200,5,9,1,0.248200655
200,5,9,1,0.261975845
200,5,9,1,0.326394344
200,5,9,1,0.338272086
200,5,9,1,0.462390219
200,5,9,1,0.485931188
200,5,10,1,0.12213586
200,5,10,1,0.132240986
200,5,10,1,0.258014406
200,5,10,1,0.319238434
200,5,10,1,0.355368058
200,5,10,1,0.399412533
200,5,10,1,0.44141496
200,5,10,1,0.599265822
200,5,10,1,0.602391186
200,5,10,1,0.663488122
200,10,1,1,0.509564799
200,10,1,1,0.606032406
200,10,1,1,0.630872111
200,10,1,1,0.636015503
200,10,1,1,0.80229253
200,10,1,1,0.818525496
200,10,1,1,0.983321865
200,10,1,1,1.056592438
200,10,1,1,1.143816392
200,10,1,1,1.246876523
200,10,2,1,0.383713484
200,10,2,1,0.456346539
200,10,2,1,0.553668295
200,10,2,1,0.743889127
200,10,2,1,0.752961382
200,10,2,1,0.774298579
200,10,2,1,1.050624236
200,10,2,1,1.078400058
200,10,2,1,1.306525992
200,10,2,1,1.476324747
200,10,3,1,0.389397138
200,10,3,1,0.590044908
200,10,3,1,0.658507266
200,10,3,1,0.821638313
200,10,3,1,0.882469255
200,10,3,1,0.998980722
200,10,3,1,1.146553344
200,10,3,1,1.345101965
200,10,3,1,1.456253504
200,10,3,1,1.511945039
200,10,4,1,0.39893797
200,10,4,1,0.66226414
200,10,4,1,0.688034778
200,10,4,1,0.690231133
200,10,4,1,0.826512358
200,10,4,1,0.912262017
200,10,4,1,0.930470624
200,10,4,1,1.000203832
200,10,4,1,1.001690558
200,10,4,1,1.24010904
200,10,5,1,0.615109382
200,10,5,1,0.663527689
200,10,5,1,0.714577474
200,10,5,1,0.766439947
200,10,5,1,0.885290332
200,10,5,1,0.894233909
200,10,5,1,0.926075055
200,10,5,1,0.980269208
200,10,5,1,0.997139238
200,10,5,1,1.333252978
200,10,6,1,0.393300558
200,10,6,1,0.526466961
200,10,6,1,0.697426762
200,10,6,1,0.698378342
200,10,6,1,0.889410147
200,10,6,1,0.971382181
200,10,6,1,0.985888208
200,10,6,1,1.068112663
200,10,6,1,1.07980808
200,10,6,1,1.285666684
200,10,7,1,0.298850486
200,10,7,1,0.505185306
200,10,7,1,0.661700995
200,10,7,1,0.712217572
200,10,7,1,0.746751535
200,10,7,1,0.756650818
200,10,7,1,0.817507494
200,10,7,1,0.886896712
200,10,7,1,0.926614801
200,10,7,1,1.146698807
200,10,8,1,0.581061938
200,10,8,1,0.75108695
200,10,8,1,0.800632584
200,10,8,1,0.841436512
200,10,8,1,0.890702286
200,10,8,1,0.903813045
200,10,8,1,1.015234069
200,10,8,1,1.07714847
200,10,8,1,1.08859552
200,10,8,1,1.135052715
200,10,9,1,0.512901512
200,10,9,1,0.608610282
200,10,9,1,0.620519263
200,10,9,1,0.65890355
200,10,9,1,0.701511123
200,10,9,1,0.791249301
200,10,9,1,1.040762069
200,10,9,1,1.108599873
200,10,9,1,1.122586225
200,10,9,1,1.3081887
200,10,10,1,0.554041089
200,10,10,1,0.591139877
200,10,10,1,0.84464559
200,10,10,1,0.845430514
200,10,10,1,0.847697591
200,10,10,1,0.855415586
200,10,10,1,0.929631439
200,10,10,1,1.010303878
200,10,10,1,1.207141331
200,10,10,1,1.513290454
200,1,1,2,1.43E-07
200,1,1,2,4.85E-07
200,1,1,2,9.82E-07
200,1,1,2,1.66E-06
200,1,1,2,4.16E-06
200,1,1,2,1.14E-05
200,1,1,2,2.04E-05
200,1,1,2,7.26E-05
200,1,1,2,8.15E-05
200,1,1,2,0.001249557
200,1,2,2,1.25E-07
200,1,2,2,2.61E-07
200,1,2,2,1.22E-06
200,1,2,2,1.38E-06
200,1,2,2,2.09E-06
200,1,2,2,5.50E-06
200,1,2,2,7.54E-06
200,1,2,2,8.20E-06
200,1,2,2,0.009273915
200,1,2,2,0.082941537
200,1,3,2,3.18E-07
200,1,3,2,2.08E-06
200,1,3,2,2.41E-06
200,1,3,2,4.23E-06
200,1,3,2,5.70E-06
200,1,3,2,8.08E-06
200,1,3,2,1.76E-05
200,1,3,2,0.018294974
200,1,3,2,0.048440078
200,1,3,2,0.193390205
200,1,4,2,1.61E-07
200,1,4,2,4.61E-07
200,1,4,2,6.62E-07
200,1,4,2,7.56E-07
200,1,4,2,1.70E-06
200,1,4,2,2.00E-06
200,1,4,2,4.68E-06
200,1,4,2,5.92E-06
200,1,4,2,1.14E-05
200,1,4,2,0.019582703
200,1,5,2,1.35E-07
200,1,5,2,9.77E-07
200,1,5,2,1.23E-06
200,1,5,2,1.51E-06
200,1,5,2,1.94E-06
200,1,5,2,2.00E-06
200,1,5,2,2.98E-06
